Mean,Measurement,Standard deviation,SEM,Shapiro-Wilk Test,Name,Max R-factor,Max e.s.d. (C-C),No disorder,Remove outliers,Group,Mean diff from max R,Mean diff from min R
1.5284303846153855,C3'-C4',0.010609897702661185,0.001485682844661099,0.6161453723907471,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,0.0003054977375556156
203.8653846153846,Temperature,87.901020281427,12.308604806582437,4.572676104430684e-08,deoxyribose purine,10.0,0.01,True,True,Measurement.other,0.0,3.6052036199095028
6.340612673076927,TAU_4,17.14623375124864,2.400952963796234,0.00580540020018816,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,0.008482385746603427
1.5194175000000008,C1'-C2',0.010365051738849131,0.001451397551983033,0.8494603037834167,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,0.0009774999999991874
1.3768565384615383,N9-C8,0.011230432723424071,0.0015725751277627167,0.7277143597602844,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,-0.0005974208144794435
1.508839423076923,C4'-C5',0.008435258963320594,0.0011811725129956584,0.960127592086792,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,0.0011082239819006912
-28.788251923076935,TCHI,95.58926471695058,13.385174363002722,0.00010419071622891352,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,7.6111548642534
1.379126538461539,N9-C4,0.009206796271598887,0.0012892093456823256,0.30095526576042175,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,-0.0011115384615387747
7.984670961538462,TAU_3,24.14569742104907,3.381073921366149,9.658117505750852e-07,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,1.5722908031674203
-118.13576923076923,T144_N,81.93764596771143,11.473565378072427,1.4158039974773717e-12,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,-3.6964366515836957
-107.3704076923077,T2345,38.733928585059495,5.423834877382204,5.38143973827232e-10,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,-3.1001217194570216
1.421898653846154,C1'-O4',0.011214059807581904,0.0015702824609655915,0.43443506956100464,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,0.0007119343891397456
85.35395961538462,T1233,55.128849126587646,7.719582948734562,3.570672091335325e-10,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,4.127528619909498
-95.99692500000002,T4433,58.38561524426478,8.175621422026612,3.372268297940906e-10,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,-5.400957352941177
1.4443721153846154,C4'-O4',0.008485441358305945,0.0011881994538223398,0.6510940194129944,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,7.87669683257608e-05
110.47805769230764,C2'-C3'-O3',2.6467348690782333,0.3706170124872732,0.1608615219593048,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,0.1814128959276502
125.38029807692304,T1445,40.2011483336693,5.629286736669293,4.733505254428394e-12,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,4.560481334841668
105.97244230769235,C4-N9-C8,0.5519914894719585,0.07729426892605404,0.560065746307373,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,-0.03758936651587419
1.423491730769231,C5'-O5',0.011495051914381636,0.001609629226057665,0.3189604878425598,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,0.0008823868778278232
106.02878846153845,C2'-C1'-O4',0.8065910190555788,0.1129453339939384,0.5654869079589844,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,0.06527036199094027
114.89374999999997,N9-C1'-C2',0.9580058306548185,0.13414764850486524,0.3646567761898041,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,0.1152500000000316
-18.271804038461543,TAU_0,13.795894730253359,1.931811663212075,0.004437342286109924,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,-1.613521843891398
22.57397173076923,TAU_1,20.77225674345705,2.9086977418179427,7.647340538596836e-08,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,2.5492244457013555
126.97340384615379,C1'-N9-C8,1.8246035106195824,0.255495595716819,0.16679008305072784,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,-0.15758031674201334
118.63116730769227,T321_N,80.7167232047343,11.302601995159094,6.7316217704227466e-12,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,4.47327092760186
1.4253267307692314,C3'-O3',0.010088300488666218,0.0014126446255969343,0.04051964730024338,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,0.0016326809954747556
10.740755769230768,T4455,95.58128460745,13.38405692416252,6.3622619563830085e-06,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,-4.241096945701354
108.78932692307693,C5'-C4'-O4',1.115646664164301,0.1562217804641556,0.20380234718322754,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,0.1499377828054378
-7.053598076923076,T3455,107.24824855259965,15.01775864950911,3.390738129382953e-05,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,4.773836312217193
-18.137326923076927,TAU_2,25.28309119255944,3.5403409059604964,2.0955802426669834e-08,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,-2.489084841628955
126.65844230769231,C1'-N9-C4,1.7742401678118236,0.24844331712694104,0.0052795736119151115,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,0.15664592760180085
1.519908653846154,C2'-C3',0.010967552147727502,0.0015357644843001445,0.9479513168334961,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,0.0016625226244348923
111.21823076923073,C4'-C5'-O5',1.9867879349952098,0.27820595765609285,0.33628201484680176,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,-0.10214253393658623
105.8095769230769,C3'-C4'-O4',1.1513575848034627,0.1612223095594879,0.006906738504767418,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,0.03451131221721937
109.21928846153845,C1'-O4'-C4',1.4242608724547028,0.19943641341586776,0.00897350162267685,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,0.02432918552038643
109.77832692307697,C4'-C3'-O3',1.8606726247558525,0.26054628193417423,0.045449741184711456,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,-0.11723868778284441
1.458244038461538,C1'-N9,0.008765906831967062,0.0012274724755248542,0.1491590440273285,deoxyribose purine,10.0,0.01,True,True,Measurement.bond,0.0,-0.00037639140271505944
102.97518846153844,C2'-C3'-C4',1.066943225726224,0.14940193497730325,0.0671130120754242,deoxyribose purine,10.0,0.01,True,True,Measurement.angle,0.0,0.15513506787334563
120.95563269230767,T3345,51.28654766929808,7.181553127987124,3.50235784818409e-10,deoxyribose purine,10.0,0.01,True,True,Measurement.torsion,0.0,7.030676131221753
